,Unnamed: 0,CaseId,WEIGHT,LGBT,Q1,Q2,Q3,Q4A,Q4B,Q4C,Q4D,Q4E,Q4F,Q4G,Q5,Q5_OE,Q6,Q6_OE,Q7,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q8G,Q8G_OE,Q9,Q11,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12G,Q12H,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13H,Q13I,Q14A,Q14B,Q14C,Q15,Q16A,Q16B,Q16C,Q17,Q18,Q19,Q20,Q21,Q22,Q23A,Q23B,Q23C,Q23D,Q23E,Q23F,Q23G,Q23H,Q23I,Q23J,Q24A,Q24B,Q24C,Q24D,Q24E,Q24F,Q24G,Q24H,Q24I,Q24I_OE,Q24J,Q24AA,Q24AB,Q24AC,Q24AD,Q24AE,Q24AF,Q24AG,Q24AH,Q25,Q26,Q27,Q28_1A,Q28_1B,Q28_1C,Q28_1D,Q28_1E,Q28_1F,Q28_1G,Q28_1H,Q28_1I,Q28_1J,Q28_1K,Q28_2A,Q28_2B,Q28_2C,Q28_2D,Q28_2E,Q28_2F,Q28_3A,Q28_3B,Q28_3C,Q28_3D,Q28_3E,Q28_3F,Q28_4A,Q28_4B,Q28_4C,Q28_4D,Q28_4E,Q28_4F,Q28_4G,Q28_5A,Q28_5B,Q28_5C,Q28_5D,Q28_5E,Q28_5F,Q28_5G,Q28_5H,Q28_5I,Q28_5J,Q28_5K,Q28_5L,Q28_6A,Q28_6B,Q28_6C,Q28_6D,Q28_6E,Q28_7A,Q28_7B,Q28_7C,Q28_7D,Q29,Q30,D4,D5A,D5B,D5C,D5D,D5E,D6,D7A,D7B,D8,D9A,D9B,D9C,D10,D11_1,D11_2,D11_3,D11_4,D11_5,D11_6,D11_DK,D11_SKP,D11_REF,HHSERVACT,D13,D14,D15,D16,D18,D20,D22,PartyID5,PARTYID7,D24A,D24B,D24C,D24D,D24E,D24F,D24G,D24H,D24I,D24J,D24K,D24L,D24M,D24N,D24N_OE,D26,STARTDT,ENDDT,duration,SURV_MODE,SURV_LANG,Device,LGBTFLAG,GENDER,AGE,AGE4,AGE7,RACETHNICITY,EDUC,EDUC4,MARITAL,EMPLOY,INCOME,STATE,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV,AgeCheck,Age50plus,Age45plus,Agemember,Wideage,SPSSAge,Newincome,Ageliving,Age65plus,Age70plus,Age75plus,LGBT_NOT,NewD7A,Disablecombo,newdisable,NewD7B,Combodisable,Commtype,Age5064v1,age5064v2,Age65plus2,AgeAll,Generations,Agealt,Agealt2,CASTATE,filter_$,Ownership,housecomp,dumunder18,dumover18,dumcollege,dumparents,dumother,countInHouse,uses_pt,number_of_modes,independent_travel,dependent_travel,both_travel,senior
1681,1681,7058.0,0.6513894133,Straight (that is not gay/lesbian),Somewhat disagree,Strongly agree,Stay in your current residence and never move,No,No,No,Yes,No,Yes,Yes,A condominium,,Own,,Yes,I already have this feature in my home,I already have this feature in my home,I already have this feature in my home,I already have this feature in my home,I already have this feature in my home,I already have this feature in my home,I already have this feature in my home,,No,Not sure,,,,,,,,,,,,,,,,,,No,No,No,Not sure,No,No,No,No,,,,,Not at all likely,Not a reason,Not a reason,A minor reason,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,0,1,0,0,0,0,0,SKIPPED ON WEB,SKIPPED ON WEB,,0,,,,,,,,,Yes,Very familiar,Not at all willing,Extremely important,Not at all important,Extremely important,Not very important,Somewhat important,Not at all important,Somewhat important,Extremely important,Somewhat important,Very important,Somewhat important,Not very important,Extremely important,Not at all important,Extremely important,Not at all important,Not very important,5.0,1.0,3.0,2.0,5.0,5.0,Extremely important,Extremely important,Extremely important,Extremely important,Somewhat important,Not at all important,Very important,Very important,Not at all important,Not very important,Very important,Extremely important,Not at all important,Not very important,Somewhat important,Not at all important,Somewhat important,Extremely important,Somewhat important,Extremely important,Somewhat important,Very important,Not at all important,Not at all important,Somewhat important,Not at all important,Extremely important,Not very important,Very interested,Not very willing,No,No,No,No,No,Yes,Very good,,No,Once a week,0,0,0,Yes,,,,,,,,,,0.0,"No, I never served",No,No,Extremely likely,Self-employed full-time,,Never,Republican,Strong Republican,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Major source,Major source,Not a source,Major source,Major source,Not a source,Not a source,,Rural area,2018-03-23 23:45:17,2018-03-23 23:53:31,8.0,Web Interview,English,Smartphone,,Male,20.0,18-29,18-24,"Black, non-Hispanic",12th grade NO DIPLOMA,No HS diploma,Never married,Working - self-employed,"$50,000 to $59,999",Louisiana,South,West South Central,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",2.0,0.0,0.0,0.0,0.0,2.0,18-24,18-49,18-44,18-34,18-44,18-29,"$50K-$74,999K",18-29,18-44,18-44,18-44,NOT LGBT,,,0.0,No,No,Small Town-Rural,18-49,18-49,18-49,18-24,Gen Z,18-44,,Other,Selected,Own,,Other,Other,Other,Other,Yes,1.0,0,1,1,0,0,0
1682,1682,7059.0,0.0550632297,Gay/lesbian,Somewhat agree,Somewhat agree,Move into a different residence within your current community,Yes,Yes,Yes,No,No,Yes,Yes,A townhouse or row house,,Rent,,No,,,,,,,,,No,Not sure,,,,,,,,,,,,,,,,,,No,No,No,Currently share my home with someone,,,,Yes,Yes,I have used it before but do not regularly use it,Both personal and business use,Very satisfied,Not very likely,A minor reason,A minor reason,A minor reason,A major reason,A major reason,A major reason,A minor reason,Not a reason,A minor reason,Not a reason,1,1,1,0,0,0,1,No,No,,0,,,,,,,,,No,,Very willing,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Very important,Very important,Somewhat important,Very important,Very important,Extremely important,5.0,5.0,5.0,5.0,4.0,4.0,Very important,Extremely important,Somewhat important,Extremely important,Very important,Extremely important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Extremely important,Extremely important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat interested,Somewhat willing,No,No,No,No,No,Yes,Good,No,,Once a week,1,2,2,Yes,No,No,Yes,No,No,Yes,No,No,No,0.0,,No,No,Not very likely,Employed full-time,,Most of the time,Lean Democrat,Lean Democrat,Major source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Minor source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,,"Urban near mix of offices, apartments and shops",2018-03-22 18:37:49,2018-03-22 18:55:29,17.0,Web Interview,English,Smartphone,1.0,Female,40.0,30-44,35-44,"2+, non-Hispanic","Some college, no degree",Some college,Living with partner,Working - as a paid employee,"$30,000 to $34,999",Florida,South,South Atlantic,Metro Area,Internet Household,Rented for cash,A one-family house attached to one or more houses,Cellphone only,2.0,0.0,0.0,0.0,0.0,2.0,40-49,18-49,18-44,35-49,18-44,30-44,"$25K-$49,999K",40-49,18-44,18-44,18-44,LGBT,No,,No,0.0,No,Urban,18-49,18-49,18-49,35-49,Gen X,18-44,,Other,Selected,Rent,,Other,Other,Other,Other,Yes,1.0,1,4,0,0,1,0
1686,1686,7076.0,0.0743179465,Straight (that is not gay/lesbian),Neither agree nor disagree,Somewhat disagree,Move to a different community,Yes,No,Yes,No,No,No,No,A two family house or a lot that has two separate living units,,Rent,,Yes,No,No,Not sure,Yes,No,No,No,,No,Yes,A minor reason,A minor reason,A major reason,A minor reason,A major reason,A major reason,A minor reason,Not a reason,,,,,,,,,,Yes,Yes,Yes,Currently share my home with someone,,,,Yes,Yes,Once a month,Personal,Very satisfied,Very likely,,,,,,,,,,,1,1,0,0,0,0,1,Yes,No,,0,,,,,,,,,Yes,Somewhat familiar,Not at all willing,Very important,Extremely important,Somewhat important,Somewhat important,Very important,Extremely important,Not very important,Very important,Somewhat important,Extremely important,Very important,Very important,Very important,Extremely important,Very important,Somewhat important,Not very important,5.0,5.0,5.0,5.0,4.0,3.0,Very important,Extremely important,Somewhat important,Somewhat important,Extremely important,Extremely important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Extremely important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very interested,Somewhat willing,No,Yes,No,No,No,No,Excellent,,No,Several times a week,2,0,1,Yes,,,,,,,,,,0.0,"No, I never served",No,No,Extremely likely,Self-employed full-time,Speak Spanish most of the time,Seldom,Republican,Moderate Republican,Major source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Minor source,Not a source,Minor source,Not a source,Not a source,Not a source,Not a source,,Urban and mostly residential,2018-03-30 11:37:00,2018-03-31 20:29:13,1972.0,Web Interview,Spanish,Smartphone,,Male,24.0,18-29,18-24,Hispanic,Associate degree,Some college,Never married,Working - self-employed,"$40,000 to $49,999",New York,Northeast,Mid-Atlantic,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,Cellphone only,2.0,0.0,0.0,0.0,0.0,2.0,18-24,18-49,18-44,18-34,18-44,18-29,"$25K-$49,999K",18-29,18-44,18-44,18-44,NOT LGBT,,,0.0,No,No,Urban,18-49,18-49,18-49,18-24,Gen Y,18-44,,Other,Selected,Rent,,Yes,Other,Other,Other,Other,1.0,1,3,0,0,1,0
1690,1690,7080.0,0.5726897803,Straight (that is not gay/lesbian),Somewhat disagree,Somewhat disagree,Move to a different community,Yes,No,Yes,Yes,No,No,No,A co-op,,Live with family or others and do not pay rent,,Not sure,,,,,,,,,No,Yes,A minor reason,A minor reason,A major reason,A major reason,A minor reason,A minor reason,Not a reason,A major reason,,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,,,Not very likely,Not a reason,A minor reason,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,1,0,1,0,0,0,1,No,SKIPPED ON WEB,,0,,,,,,,,,Yes,Somewhat familiar,Somewhat willing,Very important,Extremely important,Very important,Extremely important,Extremely important,Very important,Not at all important,Not very important,Extremely important,Very important,Somewhat important,Not very important,Not very important,Very important,Extremely important,Not very important,Not at all important,5.0,5.0,5.0,5.0,4.0,2.0,Very important,Extremely important,Not at all important,Somewhat important,Extremely important,Somewhat important,Very important,Very important,Not very important,Not very important,Extremely important,Somewhat important,Not very important,Not very important,Not very important,Extremely important,Extremely important,Not at all important,Somewhat important,Somewhat important,Somewhat important,Not at all important,Somewhat important,Somewhat important,Very important,Extremely important,Somewhat important,Extremely important,Somewhat interested,Somewhat willing,No,No,No,No,Yes,No,Very good,,No,Once a week,2,2,3,Yes,,,,,,,,,,0.0,"No, I never served",No,No,Not very likely,Self-employed full-time,,Most of the time,Democrat,Strong Democrat,Not a source,Not a source,Not a source,Minor source,Not a source,Not a source,Not a source,Minor source,Not a source,Not a source,Not a source,Not a source,Minor source,SKIPPED ON WEB,,"Urban near mix of offices, apartments and shops",2018-03-27 17:19:27,2018-03-27 17:46:39,27.0,Web Interview,English,Desktop,,Male,21.0,18-29,18-24,"Asian, non-Hispanic",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),HS graduate or equivalent,Never married,Working - self-employed,"$50,000 to $59,999",New York,Northeast,Mid-Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A building with 2 or more apartments,"Have a landline, but mostly use cellphone",4.0,0.0,0.0,0.0,0.0,4.0,18-24,18-49,18-44,18-34,18-44,18-29,"$50K-$74,999K",18-29,18-44,18-44,18-44,NOT LGBT,,,0.0,No,No,Urban,18-49,18-49,18-49,18-24,Gen Z,18-44,,Other,Selected,Other,,Other,Other,Other,Yes,Other,1.0,1,3,0,0,1,0
1691,1691,7083.0,0.7762218471,Straight (that is not gay/lesbian),Somewhat agree,Neither agree nor disagree,Not sure,No,Yes,No,No,No,No,Yes,A single family house,,Own,,Yes,No,Yes,Not sure,No,Yes,Not sure,Not sure,,No,Yes,Not a reason,Not a reason,A minor reason,A minor reason,Not a reason,A minor reason,Not a reason,A major reason,,,,,,,,,,No,Yes,Yes,Not sure,Yes,Yes,Yes,Yes,Yes,A few times per year,Personal,Very satisfied,Very likely,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,0,1,0,0,0,0,0,SKIPPED ON WEB,SKIPPED ON WEB,,0,,,,,,,,,Yes,Somewhat familiar,Not at all willing,Extremely important,Extremely important,Extremely important,Very important,Very important,Extremely important,Extremely important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Extremely important,Very important,Somewhat important,2.0,2.0,2.0,1.0,1.0,1.0,Not at all important,Not at all important,Not at all important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Extremely important,Extremely important,Somewhat important,Very important,Very important,Very important,Very important,Extremely important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat interested,Somewhat willing,No,SKIPPED ON WEB,SKIPPED ON WEB,SKIPPED ON WEB,SKIPPED ON WEB,Yes,Very good,No,,Everyday,0,0,0,Yes,No,No,Yes,No,No,No,No,No,No,0.0,,Yes,No,Not very likely,Self-employed part-time,,Always,Democrat,Moderate Democrat,Minor source,Not a source,Not a source,Not a source,Not a source,Not a source,Major source,Major source,Not a source,Not a source,Not a source,Not a source,Not a source,SKIPPED ON WEB,,Suburban and mostly residential,2018-03-27 14:53:49,2018-03-27 15:06:10,12.0,Web Interview,English,Desktop,,Female,57.0,45-59,55-64,"White, non-Hispanic",Professional or Doctorate degree,BA or above,Married,Not working - retired,"$200,000 or more",California,West,Pacific,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",2.0,0.0,0.0,0.0,0.0,2.0,50-59,50+,45+,50-64,50-59,45-59,$75K+,50-64,50-64,50-59,50-64,NOT LGBT,No,,No,0.0,No,Suburban,50-64,50-64,50-64,50+,Baby Boomers,45-64,45-64,CA,Not Selected,Own,,Other,Other,Other,Other,Yes,1.0,0,1,1,0,0,0
1692,1692,7084.0,0.8886316101,Straight (that is not gay/lesbian),Strongly agree,Strongly agree,Stay in your current residence and never move,Yes,No,No,Yes,No,No,Yes,A single family house,,Own,,No,,,,,,,,,No,Yes,Not a reason,Not a reason,Not a reason,Not a reason,A minor reason,A minor reason,A minor reason,A minor reason,,,,,,,,,,Yes,Yes,Yes,Not sure,Yes,Yes,Yes,Yes,No,,,,Not at all likely,A minor reason,A minor reason,A minor reason,A major reason,A major reason,A major reason,A major reason,A minor reason,A major reason,A minor reason,0,1,0,0,0,0,0,No,No,,0,,,,,,,,,No,,Somewhat willing,Extremely important,Extremely important,Extremely important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Extremely important,Extremely important,Very important,Very important,Very important,Extremely important,Extremely important,Extremely important,4.0,3.0,5.0,4.0,4.0,4.0,Extremely important,Somewhat important,Somewhat important,Extremely important,Somewhat important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Somewhat important,Extremely important,Somewhat important,Somewhat important,Somewhat important,Extremely important,Somewhat important,Extremely important,Extremely important,Extremely important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat interested,Somewhat willing,Yes,No,No,No,No,No,Good,No,,Less than monthly,3,2,2,No,No,No,Yes,Yes,No,No,No,No,No,PARTER CURRENTLY SERVE,,No,No,Extremely likely,Employed full-time,,Most of the time,Democrat,Moderate Democrat,Major source,Major source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,,Urban and mostly residential,2018-03-28 17:47:13,2018-03-28 18:17:17,30.0,Phone interview,English,Phone interview (not online),,Male,88.0,60+,75+,"White, non-Hispanic",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),HS graduate or equivalent,Married,Not working - retired,"$60,000 to $74,999",Wisconsin,Midwest,East North Central,Metro Area,Internet Household,Rented for cash,A one-family house detached from any other house,Landline telephone only,2.0,0.0,0.0,0.0,0.0,2.0,65+,50+,45+,65+,70+,60+,"$50K-$74,999K",65+,65+,70+,75+,NOT LGBT,No,,No,0.0,No,Urban,65+,65+,65+,50+,The Silent Generation,85+,85+,Other,Selected,Own,,Other,Other,Other,Other,Other,0.0,0,1,1,0,0,1
1693,1693,7086.0,0.6072252884,Straight (that is not gay/lesbian),Somewhat agree,Somewhat agree,Move into a different residence within your current community,Yes,Yes,Yes,No,Yes,Yes,Yes,A single family house,,Rent,,No,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Yes,No,No,No,SKIPPED ON WEB,SKIPPED ON WEB,SKIPPED ON WEB,Yes,Yes,Once a week or more,Personal,Somewhat satisfied,Very likely,,,,,,,,,,,0,1,1,0,1,0,0,No,No,,0,,,,,,,,,Yes,Not too familiar,Somewhat willing,Extremely important,Not very important,Not very important,Extremely important,Somewhat important,Extremely important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Not very important,Not at all important,Extremely important,Somewhat important,Extremely important,Not at all important,3.0,4.0,2.0,1.0,5.0,1.0,Somewhat important,Not very important,Very important,Very important,Very important,Extremely important,Somewhat important,Very important,Very important,Extremely important,Somewhat important,Somewhat important,Extremely important,Very important,Extremely important,Extremely important,Very important,Somewhat important,Somewhat important,Extremely important,Somewhat important,Very important,Somewhat important,Not very important,Not very important,Somewhat important,Very important,Very important,Extremely interested,Very willing,No,Yes,Yes,Yes,Yes,Yes,Good,,No,Once a month,1,2,2,Yes,,,,,,,,,,0.0,"Yes, I served in the past",No,Yes,,Employed full-time,,About half of the time,Democrat,Moderate Democrat,Minor source,Minor source,SKIPPED ON WEB,Major source,Major source,Not a source,Major source,Minor source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,,"Urban near mix of offices, apartments and shops",2018-03-27 14:40:00,2018-03-27 14:51:24,11.0,Web Interview,English,Desktop,,Female,37.0,30-44,35-44,"Black, non-Hispanic","Some college, no degree",Some college,Separated,Working - as a paid employee,"$25,000 to $29,999",Florida,South,South Atlantic,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,"Have cellphone, but mostly use landline",6.0,0.0,0.0,1.0,1.0,5.0,30-39,18-49,18-44,35-49,18-44,30-44,"$25K-$49,999K",30-39,18-44,18-44,18-44,NOT LGBT,,,0.0,No,No,Urban,18-49,18-49,18-49,35-49,Gen Y,18-44,,Other,Selected,Rent,,Yes,Yes,Yes,Yes,Yes,5.0,0,3,0,0,1,0
1694,1694,7088.0,0.3642339536,Straight (that is not gay/lesbian),Somewhat agree,Strongly agree,Stay in your current residence and never move,Yes,No,Yes,Yes,Yes,No,Yes,A two family house or a lot that has two separate living units,,Rent,,Not sure,,,,,,,,,No,Not sure,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Not sure,Yes,Yes,Yes,Yes,No,,,,Not very likely,Not a reason,A major reason,Not a reason,A major reason,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,1,1,1,1,0,0,0,No,No,,0,,,,,,,,,Yes,Somewhat familiar,Not very willing,Very important,Extremely important,Somewhat important,Not very important,Somewhat important,Extremely important,Not very important,Not very important,Extremely important,Very important,Somewhat important,Somewhat important,Not very important,Not very important,Somewhat important,Not very important,Somewhat important,2.0,2.0,2.0,3.0,2.0,2.0,Very important,Extremely important,Very important,Extremely important,Extremely important,Extremely important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Not very important,Somewhat important,Not very important,Not very important,Not very important,Somewhat important,Not very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat interested,Not very willing,No,Yes,No,No,No,No,Fair,,No,Several times a week,2,1,1,Yes,,,,,,,,,,0.0,"No, I never served",No,No,Extremely likely,Self-employed part-time,,Always,Republican,Moderate Republican,Minor source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Minor source,Not a source,,"Suburban with a mix of offices, apartments and shops",2018-03-27 19:11:08,2018-03-27 19:24:35,13.0,Web Interview,English,Smartphone,,Male,40.0,30-44,35-44,"White, non-Hispanic",Associate degree,Some college,Divorced,Not working - looking for work,"$10,000 to $14,999",California,West,Pacific,Metro Area,Internet Household,Rented for cash,"Boat, RV, van, etc","Have cellphone, but mostly use landline",4.0,0.0,0.0,0.0,3.0,1.0,40-49,18-49,18-44,35-49,18-44,30-44,Less than $25K,40-49,18-44,18-44,18-44,NOT LGBT,,,0.0,No,No,Suburban,18-49,18-49,18-49,35-49,Gen X,18-44,,CA,Selected,Rent,,Yes,Other,Other,Other,Other,1.0,0,4,0,0,1,0
1696,1696,7102.0,0.5276554406,Straight (that is not gay/lesbian),Strongly agree,Strongly agree,Stay in your current residence and never move,Yes,No,Yes,No,No,No,Yes,A single family house,,Own,,Not sure,,,,,,,,,No,Not sure,,,,,,,,,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,A major reason,Not a reason,No,No,No,Yes,,,,Yes,No,,,,Not at all likely,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,A major reason,A major reason,Not a reason,A major reason,A major reason,1,1,0,0,0,0,0,No,No,,0,,,,,,,,,Yes,Not too familiar,Somewhat willing,Extremely important,Not at all important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,5.0,4.0,5.0,5.0,5.0,5.0,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely interested,SKIPPED ON WEB,No,No,No,No,No,No,Very good,,No,Everyday,0,0,0,Yes,,,,,,,,,,0.0,"No, I never served",No,No,Not at all likely,Employed full-time,,Always,Lean Republican,Lean Republican,Major source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,,Rural area,2018-03-27 13:18:07,2018-03-27 13:37:55,19.0,Web Interview,English,Desktop,,Male,43.0,30-44,35-44,"White, non-Hispanic","Some college, no degree",Some college,Divorced,Working - as a paid employee,"$20,000 to $24,999",Illinois,Midwest,East North Central,Non-Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,1.0,0.0,0.0,0.0,0.0,1.0,40-49,18-49,18-44,35-49,18-44,30-44,Less than $25K,40-49,18-44,18-44,18-44,NOT LGBT,,,0.0,No,No,Small Town-Rural,18-49,18-49,18-49,35-49,Gen X,18-44,,Other,Selected,Own,,Other,Other,Other,Other,Other,0.0,0,2,1,0,0,0
1697,1697,7112.0,0.6493695529,Straight (that is not gay/lesbian),Strongly disagree,Strongly disagree,Stay in your current residence and never move,No,Yes,Yes,No,No,No,Yes,A two family house or a lot that has two separate living units,,Live with family or others,,No,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Currently share my home with someone,,,,No,,,,,Not at all likely,Not a reason,Not a reason,A minor reason,Not a reason,A major reason,Not a reason,Not a reason,A minor reason,A major reason,Not a reason,0,1,0,0,0,0,0,Yes,Yes,,0,,,,,,,,,Yes,Not too familiar,Very willing,Very important,Somewhat important,Not very important,Not at all important,Somewhat important,Not at all important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not very important,Not very important,Very important,Somewhat important,Somewhat important,Not very important,Very important,1.0,3.0,3.0,3.0,4.0,1.0,Somewhat important,Not very important,Very important,Very important,Not very important,Somewhat important,Not at all important,Somewhat important,Somewhat important,Not very important,Not very important,Not very important,Not very important,Not at all important,Not very important,Very important,Not at all important,Somewhat important,Somewhat important,Somewhat important,Not very important,Very important,Not at all important,Very important,Not very important,Very important,Very important,Somewhat important,Somewhat interested,Not very willing,No,Yes,No,No,No,No,Good,,No,Once every 2 or 3 weeks,3,1,2,No,,,,,,,,,,0.0,"No, I never served",Yes,No,Very likely,Employed full-time,,About half of the time,Democrat,Moderate Democrat,Minor source,Not a source,Minor source,Major source,Minor source,Major source,Not a source,Minor source,Minor source,Minor source,Minor source,Minor source,Minor source,Minor source,,"Suburban with a mix of offices, apartments and shops",2018-03-27 18:23:22,2018-03-27 18:37:58,14.0,Web Interview,English,Smartphone,,Female,31.0,30-44,25-34,"White, non-Hispanic","Some college, no degree",Some college,Never married,Working - as a paid employee,"$50,000 to $59,999",Nevada,West,Mountain,Metro Area,Internet Household,Rented for cash,A mobile home or trailer,Cellphone only,2.0,0.0,1.0,0.0,0.0,1.0,30-39,18-49,18-44,18-34,18-44,30-44,"$50K-$74,999K",30-39,18-44,18-44,18-44,NOT LGBT,,,0.0,No,No,Suburban,18-49,18-49,18-49,25-34,Gen Y,18-44,,Other,Selected,Other,,Yes,Other,Other,Other,Other,1.0,0,1,1,0,0,0
1699,1699,7119.0,0.3679121084,Straight (that is not gay/lesbian),Strongly agree,Somewhat agree,Move into a different residence within your current community,Yes,Yes,Yes,No,No,No,Yes,A two family house or a lot that has two separate living units,,Live with family or others and do not pay rent,,Yes,Yes,Yes,I already have this feature in my home,Yes,Yes,No,No,,No,Yes,Not a reason,A minor reason,A major reason,A minor reason,A major reason,A major reason,Not a reason,A minor reason,,,,,,,,,,Yes,No,Yes,Yes,,,,No,,,,,Not very likely,A minor reason,A minor reason,Not a reason,Not a reason,A major reason,A minor reason,A major reason,Not a reason,A major reason,A minor reason,1,1,0,0,0,0,0,No,No,,0,,,,,,,,,No,,Somewhat willing,Very important,Extremely important,Extremely important,Very important,Extremely important,Extremely important,Very important,Somewhat important,Extremely important,Extremely important,Very important,Extremely important,Very important,Very important,Extremely important,Extremely important,Extremely important,3.0,4.0,5.0,3.0,5.0,4.0,Extremely important,Extremely important,Extremely important,Very important,Very important,Extremely important,Extremely important,Somewhat important,Very important,Very important,Extremely important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Extremely important,Very important,Somewhat interested,Not very willing,No,Yes,Yes,No,Yes,Yes,Very good,,No,Once a week,1,2,1,Yes,,,,,,,,,,0.0,"No, I never served",Yes,Yes,,Employed full-time,Speak Spanish and English equally,Seldom,Democrat,Strong Democrat,Major source,Minor source,Minor source,Minor source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,Not a source,,Urban and mostly residential,2018-03-27 14:58:53,2018-03-28 01:07:14,608.0,Web Interview,English,Smartphone,,Female,48.0,45-59,45-54,Hispanic,"Some college, no degree",Some college,Separated,Working - as a paid employee,"$30,000 to $34,999",Texas,South,West South Central,Non-Metro Area,Internet Household,Occupied without payment of cash rent,A one-family house detached from any other house,Cellphone only,6.0,0.0,0.0,1.0,1.0,5.0,40-49,18-49,45+,35-49,45-49,45-59,"$25K-$49,999K",40-49,45-49,45-49,45-49,NOT LGBT,,,0.0,No,No,Urban,18-49,18-49,18-49,35-49,Gen X,45-64,45-64,Other,Selected,Other,,Yes,Yes,Other,Yes,Yes,4.0,0,2,1,0,0,0
